Date,Domestic_Aviation,Ground_Transport,Industry,International_Aviation,Power,Residential,snp_500
2020-03-26,0.295193,4.56067,2.53519,0.0757714,3.28523,2.00154,2630.070068359375
2020-03-27,0.268652,4.57421,2.47004,0.0678777,3.20081,1.68479,2541.469970703125
2020-03-30,0.218747,3.45854,2.06979,0.0539046,2.68214,1.69025,2626.64990234375
2020-03-31,0.241671,4.30225,2.30943,0.0586949,2.99269,2.07922,2584.590087890625
2020-04-01,0.244262,3.57517,2.33973,0.0530462,3.07758,2.45386,2470.5
2020-04-02,0.220487,3.6102,2.09159,0.0558693,2.75119,2.2454,2526.89990234375
2020-04-03,0.211534,3.62092,2.07566,0.0539573,2.73023,2.17632,2488.64990234375
2020-04-06,0.179179,2.73776,2.04029,0.0531216,2.68371,1.58392,2663.679931640625
2020-04-07,0.202962,3.40564,2.19454,0.0499472,2.88661,1.13302,2659.409912109375
2020-04-08,0.198496,3.57517,2.35554,0.0499534,3.09838,1.07644,2749.97998046875
2020-04-09,0.197913,3.6102,2.41127,0.0525049,3.17169,1.7781,2789.820068359375
2020-04-13,0.149872,2.73776,1.92996,0.0517116,2.53859,1.99723,2761.6298828125
2020-04-14,0.17755,3.40564,2.29661,0.0493186,3.02087,2.71078,2846.06005859375
2020-04-15,0.174248,3.57517,2.48708,0.0496616,3.2714,2.94532,2783.360107421875
2020-04-16,0.161641,3.6102,2.4454,0.054648,3.21658,2.7889,2799.550048828125
2020-04-17,0.151721,3.62092,2.27686,0.0534564,2.99489,2.62052,2874.56005859375
2020-04-20,0.126974,2.73776,2.11035,0.055576,2.77587,1.69297,2823.159912109375
2020-04-21,0.156068,3.40564,2.25521,0.0533155,2.96641,1.69958,2736.56005859375
2020-04-22,0.162614,3.57517,2.25118,0.0509893,2.96111,1.91379,2799.31005859375
2020-04-23,0.166483,3.6102,2.15519,0.0660123,2.83485,1.66399,2797.800048828125
2020-04-24,0.15999,3.62092,2.32132,0.0627462,3.05337,1.43373,2836.739990234375
2020-04-27,0.131371,2.73776,1.93162,0.0656116,2.54078,1.48055,2878.47998046875
2020-04-28,0.160918,3.40564,2.14446,0.0658952,2.82073,1.0606,2863.389892578125
2020-04-29,0.167203,3.57517,2.11024,0.06602,2.77572,0.890804,2939.510009765625
2020-04-30,0.17162,3.6102,2.0977,0.0727151,2.75923,1.09431,2912.429931640625
2020-05-01,0.174802,4.15671,1.99748,0.0683294,2.7559,2.13134,2830.7099609375
2020-05-04,0.141057,3.14287,1.99618,0.0697225,2.75409,1.75187,2842.739990234375
2020-05-05,0.166308,3.90958,2.22372,0.0697435,3.06803,2.83648,2868.43994140625
2020-05-06,0.173915,4.1042,2.30803,0.0656573,3.18435,3.0507,2848.419921875
2020-05-07,0.185809,4.14441,2.25071,0.0723335,3.10527,2.93888,2881.18994140625
2020-05-08,0.180695,4.15671,1.98606,0.0732337,2.74013,3.41767,2929.800048828125
2020-05-11,0.14106,3.14287,1.81879,0.077695,2.50936,3.56281,2930.18994140625
2020-05-12,0.166575,3.90958,2.14577,0.0726631,2.96048,3.82761,2870.1201171875
2020-05-13,0.177216,4.1042,2.17376,0.0691189,2.9991,3.12247,2820.0
2020-05-14,0.185021,4.14441,1.98699,0.0802469,2.74142,1.68082,2852.5
2020-05-15,0.18251,4.15671,2.16175,0.0773808,2.98253,0.61997,2863.699951171875
2020-05-18,0.148504,3.14287,2.08014,0.076489,2.86993,1.10245,2953.909912109375
2020-05-19,0.170554,3.90958,2.25555,0.0699635,3.11195,1.37006,2922.93994140625
2020-05-20,0.186747,4.1042,2.24512,0.0696788,3.09756,1.74247,2971.610107421875
2020-05-21,0.200238,4.14441,2.16597,0.0733598,2.98836,1.45153,2948.510009765625
2020-05-22,0.195209,4.15671,2.28538,0.0756542,3.1531,0.666443,2955.449951171875
2020-05-26,0.152554,3.90958,2.3494,0.067001,3.24143,0.240991,2991.77001953125
2020-05-27,0.189509,4.1042,2.80932,0.0726261,3.87597,0.114673,3036.1298828125
2020-05-28,0.202055,4.14441,2.91722,0.0724733,4.02484,0.101064,3029.72998046875
2020-05-29,0.202871,4.15671,2.82997,0.0705426,3.90447,0.15728,3044.31005859375
2020-06-01,0.170997,3.43805,1.85412,0.0725404,3.05496,4.78645,3055.72998046875
2020-06-02,0.194438,4.27676,2.09046,0.0697545,3.44436,1.91476,3080.820068359375
2020-06-03,0.20287,4.48966,2.438,0.0634357,4.01698,0.708467,3122.8701171875
2020-06-04,0.21813,4.53365,2.76886,0.0720282,4.56213,0.534601,3112.35009765625
2020-06-05,0.22139,4.54711,2.8211,0.0744805,4.6482,0.595742,3193.929931640625
2020-06-08,0.190983,3.43805,2.24632,0.0740568,3.70116,2.19817,3232.389892578125
2020-06-09,0.213647,4.27676,2.55677,0.0727311,4.21267,1.97302,3207.179931640625
2020-06-10,0.223153,4.48966,2.72301,0.0671799,4.48658,0.984168,3190.139892578125
2020-06-11,0.243296,4.53365,2.65286,0.0767806,4.371,0.513677,3002.10009765625
2020-06-12,0.242201,4.54711,2.52134,0.0760113,4.1543,0.868463,3041.31005859375
2020-06-15,0.205734,3.43805,1.94709,0.0765516,3.20813,2.05154,3066.590087890625
2020-06-16,0.228312,4.27676,2.29316,0.0763407,3.77834,1.67814,3124.739990234375
2020-06-17,0.233335,4.48966,2.27752,0.0699398,3.75256,1.24356,3113.489990234375
2020-06-18,0.249055,4.53365,2.32213,0.0778887,3.82608,0.820457,3115.340087890625
2020-06-19,0.246481,4.54711,2.56491,0.0776211,4.22609,0.657552,3097.739990234375
2020-06-22,0.212402,3.43805,2.52386,0.078363,4.15845,0.37688,3117.860107421875
2020-06-23,0.236559,4.27676,2.93849,0.0738061,4.84162,0.247244,3131.2900390625
2020-06-24,0.243907,4.48966,2.88233,0.0749737,4.74909,0.255468,3050.330078125
2020-06-25,0.257062,4.53365,2.85077,0.080766,4.69709,0.201449,3083.760009765625
2020-06-26,0.259661,4.54711,2.77458,0.0798387,4.57155,0.207399,3009.050048828125
2020-06-29,0.224693,3.43805,2.5601,0.0739504,4.21816,0.968228,3053.239990234375
2020-06-30,0.242598,4.27676,2.83512,0.0747823,4.6713,0.716351,3100.2900390625
2020-07-01,0.257124,4.52819,2.12983,0.0700592,4.71328,2.85282,3115.860107421875
2020-07-02,0.288829,4.57255,2.20958,0.0829795,4.88976,2.35193,3130.010009765625
2020-07-06,0.253801,3.46755,2.31469,0.0836999,5.12238,1.09474,3179.719970703125
2020-07-07,0.280707,4.31346,2.50034,0.0805828,5.53322,1.5689,3145.320068359375
2020-07-08,0.293959,4.52819,2.46269,0.0711253,5.44991,1.31096,3169.93994140625
2020-07-09,0.312493,4.57255,2.48876,0.0856496,5.50759,0.998497,3152.050048828125
2020-07-10,0.311453,4.58613,2.53458,0.0793194,5.609,0.819579,3185.0400390625
2020-07-13,0.277531,3.46755,2.26361,0.0824736,5.00933,0.952471,3155.219970703125
2020-07-14,0.290852,4.31346,2.40086,0.08065,5.31307,0.950722,3197.52001953125
2020-07-15,0.303932,4.52819,2.41998,0.0796632,5.35539,0.786318,3226.56005859375
2020-07-16,0.315191,4.57255,2.4791,0.0877014,5.48622,0.630351,3215.570068359375
2020-07-17,0.317684,4.58613,2.46279,0.0832336,5.45013,0.891137,3224.72998046875
2020-07-20,0.275913,3.46755,2.48209,0.0852745,5.49283,0.749396,3251.840087890625
2020-07-21,0.285905,4.31346,2.66774,0.0757322,5.90367,0.866454,3257.300048828125
2020-07-22,0.291351,4.52819,2.63884,0.0736526,5.83971,0.892872,3276.02001953125
2020-07-23,0.31101,4.57255,2.56068,0.08569,5.66675,0.988294,3235.659912109375
2020-07-24,0.313716,4.58613,2.47741,0.0824573,5.48247,1.13511,3215.6298828125
2020-07-27,0.268514,3.46755,2.44418,0.0842376,5.40893,0.626207,3239.409912109375
2020-07-28,0.283527,4.31346,2.68714,0.0820567,5.9466,0.761764,3218.43994140625
2020-07-29,0.248763,4.52819,2.59365,0.0679868,5.73971,0.717342,3258.43994140625
2020-07-30,0.294038,4.57255,2.57808,0.08401,5.70526,0.661254,3246.219970703125
2020-07-31,0.311694,4.58613,2.49207,0.0824855,5.51491,0.679883,3271.1201171875
2020-08-03,0.282704,3.61813,2.3444,0.0864987,4.87016,0.987156,3294.610107421875
2020-08-04,0.284527,4.50077,2.46373,0.0797049,5.11805,1.17427,3306.510009765625
2020-08-05,0.296277,4.72482,2.35475,0.0794577,4.89166,1.15639,3327.77001953125
2020-08-06,0.316328,4.77111,2.39773,0.0888556,4.98094,0.730081,3349.159912109375
2020-08-07,0.322191,4.78528,2.36488,0.0852444,4.91271,1.26914,3351.280029296875
2020-08-10,0.280258,3.61813,2.46074,0.0930061,5.11184,0.511042,3360.469970703125
2020-08-11,0.297179,4.50077,2.75547,0.0787199,5.72411,0.810221,3333.68994140625
2020-08-12,0.297464,4.72482,2.74663,0.0747276,5.70574,1.26992,3380.35009765625
2020-08-13,0.318597,4.77111,2.70687,0.0874179,5.62315,1.48509,3373.429931640625
2020-08-14,0.324742,4.78528,2.74118,0.0834337,5.69443,0.588661,3372.85009765625
2020-08-17,0.287254,3.61813,2.47079,0.0883518,5.13272,0.181896,3381.989990234375
2020-08-18,0.293704,4.50077,2.67484,0.0757153,5.5566,0.289837,3389.780029296875
2020-08-19,0.294377,4.72482,2.64288,0.0749878,5.49022,0.613234,3374.85009765625
2020-08-20,0.317299,4.77111,2.48505,0.0887071,5.16235,0.676485,3385.510009765625
2020-08-21,0.320172,4.78528,2.46763,0.0848766,5.12616,0.250864,3397.159912109375
2020-08-24,0.282803,3.61813,2.57098,0.0911405,5.34086,0.47473,3431.280029296875
2020-08-25,0.291157,4.50077,2.84087,0.0775935,5.90151,0.706371,3443.6201171875
2020-08-26,0.286,4.72482,2.83568,0.0743421,5.89072,1.35811,3478.72998046875
2020-08-27,0.30814,4.77111,2.71787,0.0897016,5.646,2.76044,3484.550048828125
2020-08-28,0.318914,4.78528,2.80669,0.0809173,5.83051,1.26493,3508.010009765625
2020-08-31,0.280725,3.61813,2.17214,0.0890948,4.51232,4.13086,3500.31005859375
2020-09-01,0.28689,4.44715,3.07337,0.0824568,5.01453,0.331104,3526.64990234375
2020-09-02,0.290176,4.66854,3.20758,0.0774715,5.23351,0.132104,3580.840087890625
2020-09-03,0.316159,4.71428,3.30978,0.0962129,5.40026,0.107988,3455.06005859375
2020-09-04,0.325368,4.72827,3.26193,0.0869667,5.32219,0.174974,3426.9599609375
2020-09-08,0.247518,4.44715,2.62232,0.0839132,4.27859,1.44858,3331.840087890625
2020-09-09,0.265954,4.66854,2.78194,0.0826527,4.53903,2.21786,3398.9599609375
2020-09-10,0.295462,4.71428,2.82185,0.0962907,4.60414,2.14434,3339.18994140625
2020-09-11,0.296591,4.72827,2.95958,0.0904106,4.82887,1.51394,3340.969970703125
2020-09-14,0.257848,3.57503,2.63596,0.094338,4.30085,0.573659,3383.5400390625
2020-09-15,0.265567,4.44715,2.79089,0.0855101,4.55363,1.53977,3401.199951171875
2020-09-16,0.273937,4.66854,2.64545,0.0838591,4.31632,1.17572,3385.489990234375
2020-09-17,0.292826,4.71428,2.67117,0.0996795,4.35829,0.80388,3357.010009765625
2020-09-18,0.30213,4.72827,2.68961,0.0909343,4.38838,1.79989,3319.469970703125
2020-09-21,0.259854,3.57503,1.87867,0.0966064,3.06525,3.14336,3281.06005859375
2020-09-22,0.269194,4.44715,2.20652,0.0851971,3.60016,2.61073,3315.570068359375
2020-09-23,0.278818,4.66854,2.28849,0.0867065,3.73391,0.696667,3236.919921875
2020-09-24,0.30138,4.71428,2.36673,0.0946123,3.86158,0.414739,3246.590087890625
2020-09-25,0.301621,4.72827,2.38826,0.0941953,3.8967,0.464132,3298.4599609375
2020-09-28,0.210805,3.57503,2.16338,0.1115,3.52978,1.69879,3351.60009765625
2020-09-29,0.231226,4.44715,2.3123,0.0700666,3.77276,2.50093,3335.469970703125
2020-09-30,0.281813,4.66854,2.29186,0.0874282,3.73941,2.39378,3363.0
2020-10-01,0.308395,4.77424,2.3699,0.103393,3.39971,0.84257,3380.800048828125
2020-10-02,0.314687,4.78841,2.51392,0.097289,3.60631,1.41609,3348.419921875
2020-10-05,0.270848,3.6205,2.19424,0.0943244,3.14772,1.33447,3408.60009765625
2020-10-06,0.27932,4.50372,2.3646,0.0809732,3.39211,0.876227,3360.969970703125
2020-10-07,0.283545,4.72791,2.5978,0.0813807,3.72664,0.262863,3419.43994140625
2020-10-08,0.317386,4.77424,2.72211,0.0939228,3.90496,0.689591,3446.830078125
2020-10-09,0.325531,4.78841,2.58866,0.0883674,3.71353,0.743731,3477.139892578125
2020-10-12,0.284459,3.6205,2.27887,0.0969355,3.26912,0.806724,3534.219970703125
2020-10-13,0.290365,4.50372,2.61308,0.0901256,3.74856,1.0246,3511.929931640625
2020-10-14,0.289134,4.72791,2.59169,0.0901285,3.71788,0.963715,3488.669921875
2020-10-15,0.325172,4.77424,2.43359,0.101391,3.49108,1.00063,3483.340087890625
2020-10-16,0.327963,4.78841,2.60325,0.10217,3.73445,1.79896,3483.81005859375
2020-10-19,0.293306,3.6205,2.41976,0.106608,3.47123,1.89304,3426.919921875
2020-10-20,0.284893,4.50372,2.9015,0.0997881,4.16231,1.53121,3443.1201171875
2020-10-21,0.287863,4.72791,2.84775,0.0924901,4.08521,1.08352,3435.56005859375
2020-10-22,0.317311,4.77424,2.83418,0.104094,4.06573,0.978209,3453.489990234375
2020-10-23,0.318208,4.78841,2.7127,0.10304,3.89146,1.14151,3465.389892578125
2020-10-26,0.268886,3.6205,2.4623,0.108905,3.53225,3.20787,3400.969970703125
2020-10-27,0.28124,4.50372,2.94019,0.0956553,4.21782,3.28865,3390.679931640625
2020-10-28,0.281726,4.72791,2.97591,0.0942114,4.26906,2.89644,3271.030029296875
2020-10-29,0.30837,4.77424,2.83674,0.107876,4.06941,2.55567,3310.110107421875
2020-10-30,0.320525,4.78841,2.83834,0.105002,4.0717,3.20852,3269.9599609375
2020-11-02,0.278669,3.50071,2.65471,0.117544,3.5385,2.59958,3310.239990234375
2020-11-03,0.281341,4.35471,2.94892,0.0960613,3.93065,2.1098,3369.159912109375
2020-11-04,0.282392,4.57149,2.79869,0.100342,3.7304,1.46683,3443.43994140625
2020-11-05,0.320059,4.61628,2.71945,0.111297,3.62479,0.964175,3510.449951171875
2020-11-06,0.332613,4.62998,2.85038,0.107727,3.7993,0.861464,3509.43994140625
2020-11-09,0.293263,3.50071,2.22635,0.115593,2.96752,1.1879,3550.5
2020-11-10,0.287463,4.35471,2.65207,0.0963438,3.53497,1.27812,3545.530029296875
2020-11-11,0.287962,4.57149,2.87815,0.108192,3.83631,1.60037,3572.659912109375
2020-11-12,0.321026,4.61628,3.00405,0.1183,4.00412,2.03484,3537.010009765625
2020-11-13,0.335563,4.62998,2.95479,0.11114,3.93848,2.46555,3585.14990234375
2020-11-16,0.303474,3.50071,2.43931,0.116002,3.25138,2.27236,3626.909912109375
2020-11-17,0.294357,4.35471,2.85901,0.10431,3.81081,2.66242,3609.530029296875
2020-11-18,0.295419,4.57149,2.90335,0.11112,3.86991,2.88225,3567.7900390625
2020-11-19,0.337916,4.61628,2.67765,0.117976,3.56906,2.41436,3581.8701171875
2020-11-20,0.356169,4.62998,2.59971,0.120114,3.46519,1.7342,3557.5400390625
2020-11-23,0.310577,3.50071,2.5426,0.116943,3.38906,2.57908,3577.590087890625
2020-11-24,0.351528,4.35471,2.68027,0.101159,3.57256,2.93939,3635.409912109375
2020-11-25,0.36827,4.57149,2.71011,0.10335,3.61234,2.57896,3629.64990234375
2020-11-27,0.232763,4.62998,2.32579,0.105924,3.10007,2.34118,3638.35009765625
2020-11-30,0.346823,3.50071,2.37437,0.124281,3.16483,3.15702,3621.6298828125
2020-12-01,0.348834,4.21924,2.43072,0.107111,4.03516,2.84227,3662.449951171875
2020-12-02,0.322388,4.42927,2.59213,0.119179,4.3031,2.97216,3669.010009765625
2020-12-03,0.330181,4.47267,2.63784,0.120215,4.37899,2.85167,3666.719970703125
2020-12-04,0.333066,4.48595,2.54663,0.117433,4.22758,2.46326,3699.1201171875
2020-12-07,0.28977,3.39181,2.50188,0.125723,4.15328,2.83918,3691.9599609375
2020-12-08,0.295358,4.21924,2.82135,0.104219,4.68363,2.84956,3702.25
2020-12-09,0.303596,4.42927,2.73413,0.112427,4.53883,2.63239,3672.820068359375
2020-12-10,0.332023,4.47267,2.66603,0.126675,4.42579,2.31991,3668.10009765625
2020-12-11,0.332051,4.48595,2.43175,0.123851,4.03687,2.20559,3663.4599609375
2020-12-14,0.291843,3.39181,2.30329,0.124739,3.82361,2.91728,3647.489990234375
2020-12-15,0.302923,4.21924,2.74931,0.108532,4.56404,3.4019,3694.6201171875
2020-12-16,0.301671,4.42927,2.89168,0.114878,4.80038,3.43493,3701.169921875
2020-12-17,0.329711,4.47267,3.0482,0.116946,5.06022,3.39393,3722.47998046875
2020-12-18,0.390118,4.48595,2.94564,0.119101,4.88996,3.34684,3709.409912109375
2020-12-21,0.350941,3.39181,2.39124,0.125866,3.96961,2.46266,3694.919921875
2020-12-22,0.378583,4.21924,2.49513,0.113683,4.14209,2.41531,3687.260009765625
2020-12-23,0.38738,4.42927,2.25596,0.112541,3.74505,2.39788,3690.010009765625
2020-12-24,0.33925,4.47267,2.20537,0.116525,3.66107,2.84168,3703.06005859375
2020-12-28,0.333601,3.39181,2.37198,0.117868,3.93764,2.75201,3735.360107421875
2020-12-29,0.363802,4.21924,2.55116,0.102683,4.23509,3.01557,3727.0400390625
2020-12-30,0.367617,4.42927,2.37812,0.107887,3.94784,2.8819,3732.0400390625
2020-12-31,0.337415,4.47267,2.29985,0.108765,3.81791,2.83586,3756.070068359375
2021-01-04,0.322327,3.5194,2.22864,0.120669,3.772,2.95082,3700.64990234375
2021-01-05,0.313618,4.3785,2.44119,0.100359,4.13175,2.91405,3726.860107421875
2021-01-06,0.286066,4.59633,2.38202,0.105134,4.0316,2.93986,3748.139892578125
2021-01-07,0.300653,4.64148,2.46081,0.113748,4.16496,3.09089,3803.7900390625
2021-01-08,0.30738,4.65527,2.74365,0.113001,4.64368,3.35291,3824.679931640625
2021-01-11,0.27039,3.5194,2.76848,0.122527,4.6857,3.65105,3799.610107421875
2021-01-12,0.271436,4.3785,2.83699,0.104201,4.80165,3.40449,3801.18994140625
2021-01-13,0.269754,4.59633,2.73725,0.105903,4.63284,3.08122,3809.840087890625
2021-01-14,0.30403,4.64148,2.5513,0.117702,4.31811,2.70843,3795.5400390625
2021-01-15,0.308278,4.65527,2.33168,0.109631,3.94641,2.70319,3768.25
2021-01-19,0.275196,4.3785,2.5502,0.106384,4.31625,2.96068,3798.909912109375
2021-01-20,0.268558,4.59633,2.50661,0.108563,4.24247,3.0626,3851.85009765625
2021-01-21,0.300005,4.64148,2.43059,0.117647,4.11381,2.86737,3853.070068359375
2021-01-22,0.308677,4.65527,2.40775,0.117339,4.07516,2.89496,3841.469970703125
2021-01-25,0.265541,3.5194,2.43254,0.1276,4.11711,3.1278,3855.360107421875
2021-01-26,0.264227,4.3785,2.47697,0.102672,4.1923,3.14286,3849.6201171875
2021-01-27,0.269645,4.59633,2.60931,0.110352,4.4163,3.30817,3750.77001953125
2021-01-28,0.297789,4.64148,2.69707,0.121319,4.56484,3.78179,3787.3798828125
2021-01-29,0.314666,4.65527,2.77835,0.115451,4.7024,3.95356,3714.239990234375
2021-02-01,0.248747,3.53877,2.28714,0.125359,4.00462,3.36503,3773.860107421875
2021-02-02,0.253818,4.4026,2.78137,0.0950041,4.86999,3.36287,3826.31005859375
2021-02-03,0.27527,4.62163,2.71369,0.113494,4.75149,3.33713,3830.169921875
2021-02-04,0.300291,4.66703,2.55211,0.124461,4.46857,3.12397,3871.739990234375
2021-02-05,0.310547,4.68089,2.42284,0.120221,4.24224,3.18939,3886.830078125
2021-02-08,0.271634,3.53877,2.72849,0.118065,4.7774,4.10378,3915.590087890625
2021-02-09,0.275785,4.4026,2.97062,0.10663,5.20136,3.74276,3911.22998046875
2021-02-10,0.278369,4.62163,2.98952,0.117791,5.23444,3.76944,3909.8798828125
2021-02-11,0.297294,4.66703,3.01098,0.123546,5.27202,3.95003,3916.3798828125
2021-02-12,0.32387,4.68089,3.12275,0.12342,5.46773,4.33389,3934.830078125
2021-02-16,0.22727,4.4026,3.24512,0.091899,5.68198,4.51025,3932.590087890625
2021-02-17,0.246311,4.62163,3.17198,0.0932644,5.55393,4.65659,3931.330078125
2021-02-18,0.261112,4.66703,3.2428,0.109419,5.67793,4.25868,3913.969970703125
2021-02-19,0.297298,4.68089,3.19649,0.0999525,5.59683,4.15403,3906.7099609375
2021-02-22,0.29345,3.53877,2.35993,0.11275,4.13208,2.74463,3876.5
2021-02-23,0.303985,4.4026,2.38983,0.0965626,4.18443,2.25367,3881.3701171875
2021-02-24,0.300338,4.62163,2.18957,0.10306,3.83379,1.99681,3925.429931640625
2021-02-25,0.326467,4.66703,2.08623,0.114262,3.65284,2.29774,3829.340087890625
2021-02-26,0.342427,4.68089,2.24637,0.109127,3.93324,2.66132,3811.14990234375
2021-03-01,0.298652,3.77589,2.38298,0.116259,3.15228,3.03873,3901.820068359375
2021-03-02,0.308549,4.6976,3.05679,0.103899,4.04361,4.05001,3870.2900390625
2021-03-03,0.306903,4.93131,3.00082,0.106982,3.96958,3.36039,3819.719970703125
2021-03-04,0.339304,4.97975,2.95712,0.123972,3.91177,3.09331,3768.469970703125
2021-03-05,0.36108,4.99454,2.73309,0.117061,3.61541,3.49451,3841.93994140625
2021-03-08,0.333905,3.77589,2.48806,0.128141,3.29128,3.09717,3821.35009765625
2021-03-09,0.332059,4.6976,2.61739,0.102758,3.46236,2.20525,3875.43994140625
2021-03-10,0.32646,4.93131,2.42236,0.109518,3.20437,1.9425,3898.81005859375
2021-03-11,0.359951,4.97975,2.35164,0.123523,3.11082,1.76966,3939.340087890625
2021-03-12,0.38221,4.99454,2.59998,0.124256,3.43933,1.94124,3943.340087890625
2021-03-15,0.315815,3.77589,2.19033,0.129509,2.89743,3.27175,3968.93994140625
2021-03-16,0.350142,4.6976,2.90686,0.105454,3.84529,3.3065,3962.7099609375
2021-03-17,0.34005,4.93131,3.01868,0.117855,3.9932,2.85761,3974.1201171875
2021-03-18,0.368204,4.97975,2.71219,0.123547,3.58776,2.54409,3915.4599609375
2021-03-19,0.391652,4.99454,2.73479,0.129889,3.61766,3.01403,3913.10009765625
2021-03-22,0.348796,3.77589,2.06052,0.128716,2.72572,1.97624,3940.590087890625
2021-03-23,0.354037,4.6976,2.42575,0.109412,3.20885,1.77791,3910.52001953125
2021-03-24,0.356891,4.93131,2.37708,0.1147,3.14448,1.57634,3889.139892578125
2021-03-25,0.374307,4.97975,2.48926,0.129579,3.29287,1.66079,3909.52001953125
2021-03-26,0.390924,4.99454,2.70892,0.124498,3.58344,1.60428,3974.5400390625
2021-03-29,0.352708,3.77589,2.23505,0.128939,2.95658,2.0968,3971.090087890625
2021-03-30,0.365171,4.6976,2.18562,0.113456,2.8912,1.69282,3958.550048828125
2021-03-31,0.361856,4.93131,2.30483,0.116933,3.0489,1.69508,3972.889892578125
2021-04-01,0.38342,5.0287,2.77903,0.128365,3.46078,3.37357,4019.8701171875
2021-04-05,0.365393,3.81301,2.21008,0.128598,2.75226,1.14996,4077.909912109375
2021-04-06,0.367181,4.74377,2.34653,0.116831,2.92218,0.974539,4073.93994140625
2021-04-07,0.359089,4.97978,2.40846,0.117844,2.9993,0.89056,4079.949951171875
2021-04-08,0.383472,5.0287,2.54559,0.126733,3.17007,0.987947,4097.169921875
2021-04-09,0.392215,5.04363,2.59219,0.124129,3.22811,1.22498,4128.7998046875
2021-04-12,0.356769,3.81301,2.30395,0.13129,2.86916,1.70797,4127.990234375
2021-04-13,0.36066,4.74377,2.60544,0.117182,3.24461,1.82013,4141.58984375
2021-04-14,0.344079,4.97978,2.71696,0.114515,3.38348,1.99224,4124.66015625
2021-04-15,0.367884,5.0287,2.85497,0.126385,3.55536,2.25718,4170.419921875
2021-04-16,0.378741,5.04363,3.00932,0.121909,3.74757,2.6157,4185.47021484375
2021-04-19,0.34104,3.81301,2.56289,0.129776,3.19163,1.87556,4163.259765625
2021-04-20,0.345093,4.74377,2.66462,0.115972,3.31831,2.21321,4134.93994140625
2021-04-21,0.338323,4.97978,2.84584,0.115598,3.54399,2.91465,4173.419921875
2021-04-22,0.371196,5.0287,2.88744,0.129813,3.59579,3.3825,4134.97998046875
2021-04-23,0.378476,5.04363,2.66254,0.120242,3.31572,2.4202,4180.169921875
2021-04-26,0.347654,3.81301,2.2351,0.132492,2.78342,1.8415,4187.6201171875
2021-04-27,0.35826,4.74377,2.47264,0.118624,3.07923,1.13533,4186.72021484375
2021-04-28,0.346202,4.97978,2.68025,0.120236,3.33778,0.738967,4183.18017578125
2021-04-29,0.380354,5.0287,2.98081,0.12968,3.71207,0.715826,4211.47021484375
2021-04-30,0.392709,5.04363,2.9681,0.126487,3.69624,0.851056,4181.169921875
2021-05-03,0.346575,3.95,2.2047,0.13281,3.07474,0.962307,4192.66015625
2021-05-04,0.345248,4.9142,2.58777,0.119713,3.60897,1.44585,4164.66015625
2021-05-05,0.35268,5.15869,2.70633,0.114151,3.77432,2.07713,4167.58984375
2021-05-06,0.388126,5.20936,2.69069,0.129196,3.75251,2.39283,4201.6201171875
2021-05-07,0.411479,5.22483,2.48703,0.127628,3.46849,2.69311,4232.60009765625
2021-05-10,0.37245,3.95,2.2519,0.132479,3.14056,2.96459,4188.43017578125
2021-05-11,0.371187,4.9142,2.7189,0.115276,3.79186,2.86351,4152.10009765625
2021-05-12,0.380658,5.15869,2.66152,0.119392,3.71183,2.70526,4063.0400390625
2021-05-13,0.408314,5.20936,2.67668,0.129979,3.73297,2.14417,4112.5
2021-05-14,0.418923,5.22483,2.51057,0.128631,3.50132,1.43441,4173.85009765625
2021-05-17,0.376459,3.95,2.31206,0.1263,3.22447,0.848225,4163.2900390625
2021-05-18,0.385776,4.9142,2.55471,0.125268,3.56287,0.482756,4127.830078125
2021-05-19,0.387662,5.15869,2.67018,0.118962,3.7239,0.439485,4115.68017578125
2021-05-20,0.407425,5.20936,2.80709,0.127042,3.91485,0.528212,4159.1201171875
2021-05-21,0.416438,5.22483,2.73902,0.125552,3.81992,0.614965,4155.85986328125
2021-05-24,0.37731,3.95,2.70784,0.132262,3.77644,0.558312,4197.0498046875
2021-05-25,0.394157,4.9142,2.90188,0.120611,4.04705,0.367448,4188.1298828125
2021-05-26,0.390964,5.15869,3.08584,0.121709,4.3036,0.319301,4195.990234375
2021-05-27,0.416963,5.20936,3.15134,0.128203,4.39495,0.767072,4200.8798828125
2021-05-28,0.420943,5.22483,2.96251,0.132702,4.1316,1.55836,4204.10986328125
2021-06-01,0.370587,4.9019,1.9478,0.120826,3.51015,3.31519,4202.0400390625
2021-06-02,0.394178,5.14577,2.30345,0.125994,4.15106,1.6356,4208.1201171875
2021-06-03,0.409027,5.19632,2.38741,0.135193,4.30237,1.00481,4192.85009765625
2021-06-04,0.438727,5.21175,2.40528,0.13657,4.33456,0.672296,4229.89013671875
2021-06-07,0.400916,3.94011,2.42722,0.139817,4.37411,2.31156,4226.52001953125
2021-06-08,0.422718,4.9019,2.84607,0.124671,5.12893,2.29392,4227.259765625
2021-06-09,0.420553,5.14577,2.85892,0.131677,5.15209,1.9983,4219.5498046875
2021-06-10,0.444704,5.19632,2.94001,0.135301,5.29822,2.1655,4239.18017578125
2021-06-11,0.453119,5.21175,2.81351,0.13363,5.07026,2.54468,4247.43994140625
2021-06-14,0.412622,3.94011,2.69542,0.138559,4.85744,0.592355,4255.14990234375
2021-06-15,0.42582,4.9019,2.95635,0.134208,5.32766,0.821078,4246.58984375
