date,country,sector,MtCO2 per day
29/04/2020,United States,Industry,2.11024
29/04/2020,United States,International Aviation,0.06602
29/04/2020,United States,Power,2.77572
29/04/2020,United States,Residential,0.890804
30/04/2020,United States,Domestic Aviation,0.17162
30/04/2020,United States,Ground Transport,3.6102
30/04/2020,United States,Industry,2.0977
30/04/2020,United States,International Aviation,0.0727151
30/04/2020,United States,Power,2.75923
30/04/2020,United States,Residential,1.09431
01/05/2020,United States,Domestic Aviation,0.174802
01/05/2020,United States,Ground Transport,4.15671
01/05/2020,United States,Industry,1.99748
01/05/2020,United States,International Aviation,0.0683294
01/05/2020,United States,Power,2.7559
01/05/2020,United States,Residential,2.13134
02/05/2020,United States,Domestic Aviation,0.152099
02/05/2020,United States,Ground Transport,2.37602
02/05/2020,United States,Industry,1.87673
02/05/2020,United States,International Aviation,0.0645827
02/05/2020,United States,Power,2.5893
02/05/2020,United States,Residential,1.11286
03/05/2020,United States,Domestic Aviation,0.145266
03/05/2020,United States,Ground Transport,3.29986
03/05/2020,United States,Industry,1.88656
03/05/2020,United States,International Aviation,0.0692141
03/05/2020,United States,Power,2.60285
03/05/2020,United States,Residential,0.702905
04/05/2020,United States,Domestic Aviation,0.141057
04/05/2020,United States,Ground Transport,3.14287
04/05/2020,United States,Industry,1.99618
04/05/2020,United States,International Aviation,0.0697225
04/05/2020,United States,Power,2.75409
04/05/2020,United States,Residential,1.75187
05/05/2020,United States,Domestic Aviation,0.166308
05/05/2020,United States,Ground Transport,3.90958
05/05/2020,United States,Industry,2.22372
05/05/2020,United States,International Aviation,0.0697435
05/05/2020,United States,Power,3.06803
05/05/2020,United States,Residential,2.83648
06/05/2020,United States,Domestic Aviation,0.173915
06/05/2020,United States,Ground Transport,4.1042
06/05/2020,United States,Industry,2.30803
06/05/2020,United States,International Aviation,0.0656573
06/05/2020,United States,Power,3.18435
06/05/2020,United States,Residential,3.0507
07/05/2020,United States,Domestic Aviation,0.185809
07/05/2020,United States,Ground Transport,4.14441
07/05/2020,United States,Industry,2.25071
07/05/2020,United States,International Aviation,0.0723335
07/05/2020,United States,Power,3.10527
07/05/2020,United States,Residential,2.93888
08/05/2020,United States,Domestic Aviation,0.180695
08/05/2020,United States,Ground Transport,4.15671
08/05/2020,United States,Industry,1.98606
08/05/2020,United States,International Aviation,0.0732337
08/05/2020,United States,Power,2.74013
08/05/2020,United States,Residential,3.41767
09/05/2020,United States,Domestic Aviation,0.155352
09/05/2020,United States,Ground Transport,2.37602
09/05/2020,United States,Industry,2.0509
09/05/2020,United States,International Aviation,0.0666729
09/05/2020,United States,Power,2.82959
09/05/2020,United States,Residential,4.70568
10/05/2020,United States,Domestic Aviation,0.139861
10/05/2020,United States,Ground Transport,3.29986
10/05/2020,United States,Industry,1.94445
10/05/2020,United States,International Aviation,0.0698846
10/05/2020,United States,Power,2.68272
10/05/2020,United States,Residential,3.60372
11/05/2020,United States,Domestic Aviation,0.14106
11/05/2020,United States,Ground Transport,3.14287
11/05/2020,United States,Industry,1.81879
11/05/2020,United States,International Aviation,0.077695
11/05/2020,United States,Power,2.50936
11/05/2020,United States,Residential,3.56281
12/05/2020,United States,Domestic Aviation,0.166575
12/05/2020,United States,Ground Transport,3.90958
12/05/2020,United States,Industry,2.14577
12/05/2020,United States,International Aviation,0.0726631
12/05/2020,United States,Power,2.96048
12/05/2020,United States,Residential,3.82761
13/05/2020,United States,Domestic Aviation,0.177216
13/05/2020,United States,Ground Transport,4.1042
13/05/2020,United States,Industry,2.17376
13/05/2020,United States,International Aviation,0.0691189
13/05/2020,United States,Power,2.9991
13/05/2020,United States,Residential,3.12247
14/05/2020,United States,Domestic Aviation,0.185021
14/05/2020,United States,Ground Transport,4.14441
14/05/2020,United States,Industry,1.98699
14/05/2020,United States,International Aviation,0.0802469
14/05/2020,United States,Power,2.74142
14/05/2020,United States,Residential,1.68082
15/05/2020,United States,Domestic Aviation,0.18251
15/05/2020,United States,Ground Transport,4.15671
15/05/2020,United States,Industry,2.16175
15/05/2020,United States,International Aviation,0.0773808
15/05/2020,United States,Power,2.98253
15/05/2020,United States,Residential,0.61997
16/05/2020,United States,Domestic Aviation,0.158631
16/05/2020,United States,Ground Transport,2.37602
16/05/2020,United States,Industry,2.23131
16/05/2020,United States,International Aviation,0.0732521
16/05/2020,United States,Power,3.07851
16/05/2020,United States,Residential,0.743982
17/05/2020,United States,Domestic Aviation,0.147909
17/05/2020,United States,Ground Transport,3.29986
17/05/2020,United States,Industry,2.20152
17/05/2020,United States,International Aviation,0.0736762
17/05/2020,United States,Power,3.03741
17/05/2020,United States,Residential,0.996207
18/05/2020,United States,Domestic Aviation,0.148504
18/05/2020,United States,Ground Transport,3.14287
18/05/2020,United States,Industry,2.08014
18/05/2020,United States,International Aviation,0.076489
18/05/2020,United States,Power,2.86993
18/05/2020,United States,Residential,1.10245
19/05/2020,United States,Domestic Aviation,0.170554
19/05/2020,United States,Ground Transport,3.90958
19/05/2020,United States,Industry,2.25555
19/05/2020,United States,International Aviation,0.0699635
19/05/2020,United States,Power,3.11195
19/05/2020,United States,Residential,1.37006
20/05/2020,United States,Domestic Aviation,0.186747
20/05/2020,United States,Ground Transport,4.1042
20/05/2020,United States,Industry,2.24512
20/05/2020,United States,International Aviation,0.0696788
20/05/2020,United States,Power,3.09756
20/05/2020,United States,Residential,1.74247
21/05/2020,United States,Domestic Aviation,0.200238
21/05/2020,United States,Ground Transport,4.14441
21/05/2020,United States,Industry,2.16597
21/05/2020,United States,International Aviation,0.0733598
21/05/2020,United States,Power,2.98836
21/05/2020,United States,Residential,1.45153
22/05/2020,United States,Domestic Aviation,0.195209
22/05/2020,United States,Ground Transport,4.15671
22/05/2020,United States,Industry,2.28538
22/05/2020,United States,International Aviation,0.0756542
22/05/2020,United States,Power,3.1531
22/05/2020,United States,Residential,0.666443
23/05/2020,United States,Domestic Aviation,0.167838
23/05/2020,United States,Ground Transport,2.37602
23/05/2020,United States,Industry,2.39793
23/05/2020,United States,International Aviation,0.0655898
23/05/2020,United States,Power,3.30839
23/05/2020,United States,Residential,0.509529
24/05/2020,United States,Domestic Aviation,0.148893
24/05/2020,United States,Ground Transport,3.29986
24/05/2020,United States,Industry,2.17893
24/05/2020,United States,International Aviation,0.0741424
24/05/2020,United States,Power,3.00624
24/05/2020,United States,Residential,0.677713
25/05/2020,United States,Domestic Aviation,0.145067
25/05/2020,United States,Ground Transport,3.14287
25/05/2020,United States,Industry,2.17151
25/05/2020,United States,International Aviation,0.0719356
25/05/2020,United States,Power,2.996
25/05/2020,United States,Residential,0.537261
26/05/2020,United States,Domestic Aviation,0.152554
26/05/2020,United States,Ground Transport,3.90958
26/05/2020,United States,Industry,2.3494
26/05/2020,United States,International Aviation,0.067001
26/05/2020,United States,Power,3.24143
26/05/2020,United States,Residential,0.240991
27/05/2020,United States,Domestic Aviation,0.189509
27/05/2020,United States,Ground Transport,4.1042
27/05/2020,United States,Industry,2.80932
27/05/2020,United States,International Aviation,0.0726261
27/05/2020,United States,Power,3.87597
27/05/2020,United States,Residential,0.114673
28/05/2020,United States,Domestic Aviation,0.202055
28/05/2020,United States,Ground Transport,4.14441
28/05/2020,United States,Industry,2.91722
28/05/2020,United States,International Aviation,0.0724733
28/05/2020,United States,Power,4.02484
28/05/2020,United States,Residential,0.101064
29/05/2020,United States,Domestic Aviation,0.202871
29/05/2020,United States,Ground Transport,4.15671
29/05/2020,United States,Industry,2.82997
29/05/2020,United States,International Aviation,0.0705426
29/05/2020,United States,Power,3.90447
29/05/2020,United States,Residential,0.15728
30/05/2020,United States,Domestic Aviation,0.17423
30/05/2020,United States,Ground Transport,2.37602
30/05/2020,United States,Industry,2.80218
30/05/2020,United States,International Aviation,0.0685359
30/05/2020,United States,Power,3.86612
30/05/2020,United States,Residential,0.361223
31/05/2020,United States,Domestic Aviation,0.165645
31/05/2020,United States,Ground Transport,3.29986
31/05/2020,United States,Industry,2.43709
31/05/2020,United States,International Aviation,0.0683633
31/05/2020,United States,Power,3.36242
31/05/2020,United States,Residential,0.830441
01/06/2020,United States,Domestic Aviation,0.170997
01/06/2020,United States,Ground Transport,3.43805
01/06/2020,United States,Industry,1.85412
01/06/2020,United States,International Aviation,0.0725404
01/06/2020,United States,Power,3.05496
01/06/2020,United States,Residential,4.78645
02/06/2020,United States,Domestic Aviation,0.194438
02/06/2020,United States,Ground Transport,4.27676
02/06/2020,United States,Industry,2.09046
02/06/2020,United States,International Aviation,0.0697545
02/06/2020,United States,Power,3.44436
02/06/2020,United States,Residential,1.91476
03/06/2020,United States,Domestic Aviation,0.20287
03/06/2020,United States,Ground Transport,4.48966
03/06/2020,United States,Industry,2.438
03/06/2020,United States,International Aviation,0.0634357
03/06/2020,United States,Power,4.01698
03/06/2020,United States,Residential,0.708467
04/06/2020,United States,Domestic Aviation,0.21813
04/06/2020,United States,Ground Transport,4.53365
04/06/2020,United States,Industry,2.76886
04/06/2020,United States,International Aviation,0.0720282
04/06/2020,United States,Power,4.56213
04/06/2020,United States,Residential,0.534601
05/06/2020,United States,Domestic Aviation,0.22139
05/06/2020,United States,Ground Transport,4.54711
05/06/2020,United States,Industry,2.8211
05/06/2020,United States,International Aviation,0.0744805
05/06/2020,United States,Power,4.6482
05/06/2020,United States,Residential,0.595742
06/06/2020,United States,Domestic Aviation,0.192785
06/06/2020,United States,Ground Transport,2.59917
06/06/2020,United States,Industry,2.76402
06/06/2020,United States,International Aviation,0.0695898
06/06/2020,United States,Power,4.55415
06/06/2020,United States,Residential,1.29694
07/06/2020,United States,Domestic Aviation,0.184521
07/06/2020,United States,Ground Transport,3.60978
07/06/2020,United States,Industry,2.40194
07/06/2020,United States,International Aviation,0.0811098
07/06/2020,United States,Power,3.95758
07/06/2020,United States,Residential,2.48645
08/06/2020,United States,Domestic Aviation,0.190983
08/06/2020,United States,Ground Transport,3.43805
08/06/2020,United States,Industry,2.24632
08/06/2020,United States,International Aviation,0.0740568
08/06/2020,United States,Power,3.70116
08/06/2020,United States,Residential,2.19817
09/06/2020,United States,Domestic Aviation,0.213647
09/06/2020,United States,Ground Transport,4.27676
09/06/2020,United States,Industry,2.55677
09/06/2020,United States,International Aviation,0.0727311
09/06/2020,United States,Power,4.21267
09/06/2020,United States,Residential,1.97302
10/06/2020,United States,Domestic Aviation,0.223153
10/06/2020,United States,Ground Transport,4.48966
10/06/2020,United States,Industry,2.72301
10/06/2020,United States,International Aviation,0.0671799
10/06/2020,United States,Power,4.48658
10/06/2020,United States,Residential,0.984168
11/06/2020,United States,Domestic Aviation,0.243296
11/06/2020,United States,Ground Transport,4.53365
11/06/2020,United States,Industry,2.65286
11/06/2020,United States,International Aviation,0.0767806
11/06/2020,United States,Power,4.371
11/06/2020,United States,Residential,0.513677
12/06/2020,United States,Domestic Aviation,0.242201
12/06/2020,United States,Ground Transport,4.54711
12/06/2020,United States,Industry,2.52134
12/06/2020,United States,International Aviation,0.0760113
12/06/2020,United States,Power,4.1543
12/06/2020,United States,Residential,0.868463
13/06/2020,United States,Domestic Aviation,0.210635
13/06/2020,United States,Ground Transport,2.59917
13/06/2020,United States,Industry,2.45665
13/06/2020,United States,International Aviation,0.0696773
13/06/2020,United States,Power,4.04772
13/06/2020,United States,Residential,3.02572
14/06/2020,United States,Domestic Aviation,0.205049
14/06/2020,United States,Ground Transport,3.60978
14/06/2020,United States,Industry,2.01374
14/06/2020,United States,International Aviation,0.0805124
14/06/2020,United States,Power,3.31794
14/06/2020,United States,Residential,3.71243
15/06/2020,United States,Domestic Aviation,0.205734
15/06/2020,United States,Ground Transport,3.43805
15/06/2020,United States,Industry,1.94709
15/06/2020,United States,International Aviation,0.0765516
15/06/2020,United States,Power,3.20813
15/06/2020,United States,Residential,2.05154
16/06/2020,United States,Domestic Aviation,0.228312
16/06/2020,United States,Ground Transport,4.27676
16/06/2020,United States,Industry,2.29316
16/06/2020,United States,International Aviation,0.0763407
16/06/2020,United States,Power,3.77834
16/06/2020,United States,Residential,1.67814
17/06/2020,United States,Domestic Aviation,0.233335
17/06/2020,United States,Ground Transport,4.48966
17/06/2020,United States,Industry,2.27752
17/06/2020,United States,International Aviation,0.0699398
17/06/2020,United States,Power,3.75256
17/06/2020,United States,Residential,1.24356
18/06/2020,United States,Domestic Aviation,0.249055
18/06/2020,United States,Ground Transport,4.53365
18/06/2020,United States,Industry,2.32213
18/06/2020,United States,International Aviation,0.0778887
18/06/2020,United States,Power,3.82608
18/06/2020,United States,Residential,0.820457
19/06/2020,United States,Domestic Aviation,0.246481
19/06/2020,United States,Ground Transport,4.54711
19/06/2020,United States,Industry,2.56491
19/06/2020,United States,International Aviation,0.0776211
19/06/2020,United States,Power,4.22609
19/06/2020,United States,Residential,0.657552
20/06/2020,United States,Domestic Aviation,0.219774
20/06/2020,United States,Ground Transport,2.59917
20/06/2020,United States,Industry,2.68171
20/06/2020,United States,International Aviation,0.0759931
20/06/2020,United States,Power,4.41853
20/06/2020,United States,Residential,0.462541
21/06/2020,United States,Domestic Aviation,0.2097
21/06/2020,United States,Ground Transport,3.60978
21/06/2020,United States,Industry,2.5912
21/06/2020,United States,International Aviation,0.0780627
21/06/2020,United States,Power,4.2694
21/06/2020,United States,Residential,0.328347
22/06/2020,United States,Domestic Aviation,0.212402
22/06/2020,United States,Ground Transport,3.43805
22/06/2020,United States,Industry,2.52386
22/06/2020,United States,International Aviation,0.078363
22/06/2020,United States,Power,4.15845
22/06/2020,United States,Residential,0.37688
23/06/2020,United States,Domestic Aviation,0.236559
23/06/2020,United States,Ground Transport,4.27676
23/06/2020,United States,Industry,2.93849
23/06/2020,United States,International Aviation,0.0738061
23/06/2020,United States,Power,4.84162
23/06/2020,United States,Residential,0.247244
24/06/2020,United States,Domestic Aviation,0.243907
24/06/2020,United States,Ground Transport,4.48966
24/06/2020,United States,Industry,2.88233
24/06/2020,United States,International Aviation,0.0749737
24/06/2020,United States,Power,4.74909
24/06/2020,United States,Residential,0.255468
25/06/2020,United States,Domestic Aviation,0.257062
25/06/2020,United States,Ground Transport,4.53365
25/06/2020,United States,Industry,2.85077
25/06/2020,United States,International Aviation,0.080766
25/06/2020,United States,Power,4.69709
25/06/2020,United States,Residential,0.201449
26/06/2020,United States,Domestic Aviation,0.259661
26/06/2020,United States,Ground Transport,4.54711
26/06/2020,United States,Industry,2.77458
26/06/2020,United States,International Aviation,0.0798387
26/06/2020,United States,Power,4.57155
26/06/2020,United States,Residential,0.207399
27/06/2020,United States,Domestic Aviation,0.23027
27/06/2020,United States,Ground Transport,2.59917
27/06/2020,United States,Industry,2.76568
27/06/2020,United States,International Aviation,0.0760066
27/06/2020,United States,Power,4.55688
27/06/2020,United States,Residential,0.274162
28/06/2020,United States,Domestic Aviation,0.219163
28/06/2020,United States,Ground Transport,3.60978
28/06/2020,United States,Industry,2.60623
28/06/2020,United States,International Aviation,0.0786112
28/06/2020,United States,Power,4.29417
28/06/2020,United States,Residential,0.617797
29/06/2020,United States,Domestic Aviation,0.224693
29/06/2020,United States,Ground Transport,3.43805
29/06/2020,United States,Industry,2.5601
29/06/2020,United States,International Aviation,0.0739504
29/06/2020,United States,Power,4.21816
29/06/2020,United States,Residential,0.968228
30/06/2020,United States,Domestic Aviation,0.242598
30/06/2020,United States,Ground Transport,4.27676
30/06/2020,United States,Industry,2.83512
30/06/2020,United States,International Aviation,0.0747823
30/06/2020,United States,Power,4.6713
30/06/2020,United States,Residential,0.716351
01/07/2020,United States,Domestic Aviation,0.257124
01/07/2020,United States,Ground Transport,4.52819
01/07/2020,United States,Industry,2.12983
01/07/2020,United States,International Aviation,0.0700592
01/07/2020,United States,Power,4.71328
01/07/2020,United States,Residential,2.85282
02/07/2020,United States,Domestic Aviation,0.288829
02/07/2020,United States,Ground Transport,4.57255
02/07/2020,United States,Industry,2.20958
02/07/2020,United States,International Aviation,0.0829795
02/07/2020,United States,Power,4.88976
02/07/2020,United States,Residential,2.35193
03/07/2020,United States,Domestic Aviation,0.278678
03/07/2020,United States,Ground Transport,4.58613
03/07/2020,United States,Industry,2.30214
03/07/2020,United States,International Aviation,0.0755199
03/07/2020,United States,Power,5.09461
03/07/2020,United States,Residential,1.90876
04/07/2020,United States,Domestic Aviation,0.206558
04/07/2020,United States,Ground Transport,2.62148
04/07/2020,United States,Industry,2.31547
04/07/2020,United States,International Aviation,0.0766672
04/07/2020,United States,Power,5.1241
04/07/2020,United States,Residential,1.30478
05/07/2020,United States,Domestic Aviation,0.224029
05/07/2020,United States,Ground Transport,3.64076
05/07/2020,United States,Industry,2.24146
05/07/2020,United States,International Aviation,0.0791241
05/07/2020,United States,Power,4.96032
05/07/2020,United States,Residential,1.00433
06/07/2020,United States,Domestic Aviation,0.253801
06/07/2020,United States,Ground Transport,3.46755
06/07/2020,United States,Industry,2.31469
06/07/2020,United States,International Aviation,0.0836999
06/07/2020,United States,Power,5.12238
06/07/2020,United States,Residential,1.09474
07/07/2020,United States,Domestic Aviation,0.280707
07/07/2020,United States,Ground Transport,4.31346
07/07/2020,United States,Industry,2.50034
07/07/2020,United States,International Aviation,0.0805828
07/07/2020,United States,Power,5.53322
07/07/2020,United States,Residential,1.5689
08/07/2020,United States,Domestic Aviation,0.293959
08/07/2020,United States,Ground Transport,4.52819
08/07/2020,United States,Industry,2.46269
08/07/2020,United States,International Aviation,0.0711253
08/07/2020,United States,Power,5.44991
08/07/2020,United States,Residential,1.31096
09/07/2020,United States,Domestic Aviation,0.312493
09/07/2020,United States,Ground Transport,4.57255
09/07/2020,United States,Industry,2.48876
09/07/2020,United States,International Aviation,0.0856496
09/07/2020,United States,Power,5.50759
09/07/2020,United States,Residential,0.998497
10/07/2020,United States,Domestic Aviation,0.311453
10/07/2020,United States,Ground Transport,4.58613
10/07/2020,United States,Industry,2.53458
10/07/2020,United States,International Aviation,0.0793194
10/07/2020,United States,Power,5.609
10/07/2020,United States,Residential,0.819579
11/07/2020,United States,Domestic Aviation,0.287401
11/07/2020,United States,Ground Transport,2.62148
11/07/2020,United States,Industry,2.47405
11/07/2020,United States,International Aviation,0.0805549
11/07/2020,United States,Power,5.47504
11/07/2020,United States,Residential,0.596337
12/07/2020,United States,Domestic Aviation,0.275962
12/07/2020,United States,Ground Transport,3.64076
12/07/2020,United States,Industry,2.3665
12/07/2020,United States,International Aviation,0.0801566
12/07/2020,United States,Power,5.23704
12/07/2020,United States,Residential,0.676209
13/07/2020,United States,Domestic Aviation,0.277531
13/07/2020,United States,Ground Transport,3.46755
13/07/2020,United States,Industry,2.26361
13/07/2020,United States,International Aviation,0.0824736
13/07/2020,United States,Power,5.00933
13/07/2020,United States,Residential,0.952471
14/07/2020,United States,Domestic Aviation,0.290852
14/07/2020,United States,Ground Transport,4.31346
14/07/2020,United States,Industry,2.40086
14/07/2020,United States,International Aviation,0.08065
14/07/2020,United States,Power,5.31307
14/07/2020,United States,Residential,0.950722
15/07/2020,United States,Domestic Aviation,0.303932
15/07/2020,United States,Ground Transport,4.52819
15/07/2020,United States,Industry,2.41998
15/07/2020,United States,International Aviation,0.0796632
15/07/2020,United States,Power,5.35539
15/07/2020,United States,Residential,0.786318
16/07/2020,United States,Domestic Aviation,0.315191
16/07/2020,United States,Ground Transport,4.57255
16/07/2020,United States,Industry,2.4791
16/07/2020,United States,International Aviation,0.0877014
16/07/2020,United States,Power,5.48622
16/07/2020,United States,Residential,0.630351
17/07/2020,United States,Domestic Aviation,0.317684
17/07/2020,United States,Ground Transport,4.58613
17/07/2020,United States,Industry,2.46279
17/07/2020,United States,International Aviation,0.0832336
17/07/2020,United States,Power,5.45013
17/07/2020,United States,Residential,0.891137
18/07/2020,United States,Domestic Aviation,0.291759
18/07/2020,United States,Ground Transport,2.62148
18/07/2020,United States,Industry,2.45926
18/07/2020,United States,International Aviation,0.0851826
18/07/2020,United States,Power,5.44231
18/07/2020,United States,Residential,0.669892
19/07/2020,United States,Domestic Aviation,0.274384
19/07/2020,United States,Ground Transport,3.64076
19/07/2020,United States,Industry,2.40394
19/07/2020,United States,International Aviation,0.0847097
19/07/2020,United States,Power,5.31989
19/07/2020,United States,Residential,0.50646
20/07/2020,United States,Domestic Aviation,0.275913
20/07/2020,United States,Ground Transport,3.46755
20/07/2020,United States,Industry,2.48209
20/07/2020,United States,International Aviation,0.0852745
20/07/2020,United States,Power,5.49283
20/07/2020,United States,Residential,0.749396
21/07/2020,United States,Domestic Aviation,0.285905
21/07/2020,United States,Ground Transport,4.31346
21/07/2020,United States,Industry,2.66774
21/07/2020,United States,International Aviation,0.0757322
21/07/2020,United States,Power,5.90367
21/07/2020,United States,Residential,0.866454
22/07/2020,United States,Domestic Aviation,0.291351
22/07/2020,United States,Ground Transport,4.52819
22/07/2020,United States,Industry,2.63884
22/07/2020,United States,International Aviation,0.0736526
22/07/2020,United States,Power,5.83971
22/07/2020,United States,Residential,0.892872
23/07/2020,United States,Domestic Aviation,0.31101
23/07/2020,United States,Ground Transport,4.57255
23/07/2020,United States,Industry,2.56068
23/07/2020,United States,International Aviation,0.08569
23/07/2020,United States,Power,5.66675
23/07/2020,United States,Residential,0.988294
24/07/2020,United States,Domestic Aviation,0.313716
24/07/2020,United States,Ground Transport,4.58613
24/07/2020,United States,Industry,2.47741
24/07/2020,United States,International Aviation,0.0824573
24/07/2020,United States,Power,5.48247
24/07/2020,United States,Residential,1.13511
25/07/2020,United States,Domestic Aviation,0.288343
25/07/2020,United States,Ground Transport,2.62148
25/07/2020,United States,Industry,2.39804
25/07/2020,United States,International Aviation,0.0794184
25/07/2020,United States,Power,5.30683
25/07/2020,United States,Residential,1.30002
26/07/2020,United States,Domestic Aviation,0.271207
26/07/2020,United States,Ground Transport,3.64076
26/07/2020,United States,Industry,2.31126
26/07/2020,United States,International Aviation,0.0832917
26/07/2020,United States,Power,5.11478
26/07/2020,United States,Residential,0.61628
27/07/2020,United States,Domestic Aviation,0.268514
27/07/2020,United States,Ground Transport,3.46755
27/07/2020,United States,Industry,2.44418
27/07/2020,United States,International Aviation,0.0842376
27/07/2020,United States,Power,5.40893
27/07/2020,United States,Residential,0.626207
28/07/2020,United States,Domestic Aviation,0.283527
28/07/2020,United States,Ground Transport,4.31346
28/07/2020,United States,Industry,2.68714
28/07/2020,United States,International Aviation,0.0820567
28/07/2020,United States,Power,5.9466
28/07/2020,United States,Residential,0.761764
29/07/2020,United States,Domestic Aviation,0.248763
29/07/2020,United States,Ground Transport,4.52819
29/07/2020,United States,Industry,2.59365
29/07/2020,United States,International Aviation,0.0679868
29/07/2020,United States,Power,5.73971
29/07/2020,United States,Residential,0.717342
30/07/2020,United States,Domestic Aviation,0.294038
30/07/2020,United States,Ground Transport,4.57255
30/07/2020,United States,Industry,2.57808
30/07/2020,United States,International Aviation,0.08401
30/07/2020,United States,Power,5.70526
30/07/2020,United States,Residential,0.661254
31/07/2020,United States,Domestic Aviation,0.311694
31/07/2020,United States,Ground Transport,4.58613
31/07/2020,United States,Industry,2.49207
31/07/2020,United States,International Aviation,0.0824855
31/07/2020,United States,Power,5.51491
31/07/2020,United States,Residential,0.679883
01/08/2020,United States,Domestic Aviation,0.29053
01/08/2020,United States,Ground Transport,2.73531
01/08/2020,United States,Industry,2.59392
01/08/2020,United States,International Aviation,0.083621
01/08/2020,United States,Power,5.38851
01/08/2020,United States,Residential,0.420832
02/08/2020,United States,Domestic Aviation,0.275455
02/08/2020,United States,Ground Transport,3.79885
02/08/2020,United States,Industry,2.41073
02/08/2020,United States,International Aviation,0.0832758
02/08/2020,United States,Power,5.00795
02/08/2020,United States,Residential,0.493598
03/08/2020,United States,Domestic Aviation,0.282704
03/08/2020,United States,Ground Transport,3.61813
03/08/2020,United States,Industry,2.3444
03/08/2020,United States,International Aviation,0.0864987
03/08/2020,United States,Power,4.87016
03/08/2020,United States,Residential,0.987156
04/08/2020,United States,Domestic Aviation,0.284527
04/08/2020,United States,Ground Transport,4.50077
04/08/2020,United States,Industry,2.46373
04/08/2020,United States,International Aviation,0.0797049
04/08/2020,United States,Power,5.11805
04/08/2020,United States,Residential,1.17427
05/08/2020,United States,Domestic Aviation,0.296277
05/08/2020,United States,Ground Transport,4.72482
05/08/2020,United States,Industry,2.35475
05/08/2020,United States,International Aviation,0.0794577
05/08/2020,United States,Power,4.89166
05/08/2020,United States,Residential,1.15639
06/08/2020,United States,Domestic Aviation,0.316328
06/08/2020,United States,Ground Transport,4.77111
06/08/2020,United States,Industry,2.39773
06/08/2020,United States,International Aviation,0.0888556
06/08/2020,United States,Power,4.98094
06/08/2020,United States,Residential,0.730081
07/08/2020,United States,Domestic Aviation,0.322191
07/08/2020,United States,Ground Transport,4.78528
07/08/2020,United States,Industry,2.36488
07/08/2020,United States,International Aviation,0.0852444
07/08/2020,United States,Power,4.91271
07/08/2020,United States,Residential,1.26914
08/08/2020,United States,Domestic Aviation,0.295343
08/08/2020,United States,Ground Transport,2.73531
08/08/2020,United States,Industry,2.36205
08/08/2020,United States,International Aviation,0.085299
08/08/2020,United States,Power,4.90683
08/08/2020,United States,Residential,0.76975
09/08/2020,United States,Domestic Aviation,0.281227
09/08/2020,United States,Ground Transport,3.79885
09/08/2020,United States,Industry,2.33397
09/08/2020,United States,International Aviation,0.0851431
09/08/2020,United States,Power,4.84851
09/08/2020,United States,Residential,0.774075
10/08/2020,United States,Domestic Aviation,0.280258
10/08/2020,United States,Ground Transport,3.61813
10/08/2020,United States,Industry,2.46074
10/08/2020,United States,International Aviation,0.0930061
10/08/2020,United States,Power,5.11184
10/08/2020,United States,Residential,0.511042
11/08/2020,United States,Domestic Aviation,0.297179
11/08/2020,United States,Ground Transport,4.50077
11/08/2020,United States,Industry,2.75547
11/08/2020,United States,International Aviation,0.0787199
11/08/2020,United States,Power,5.72411
11/08/2020,United States,Residential,0.810221
12/08/2020,United States,Domestic Aviation,0.297464
12/08/2020,United States,Ground Transport,4.72482
12/08/2020,United States,Industry,2.74663
12/08/2020,United States,International Aviation,0.0747276
12/08/2020,United States,Power,5.70574
12/08/2020,United States,Residential,1.26992
13/08/2020,United States,Domestic Aviation,0.318597
13/08/2020,United States,Ground Transport,4.77111
13/08/2020,United States,Industry,2.70687
13/08/2020,United States,International Aviation,0.0874179
13/08/2020,United States,Power,5.62315
13/08/2020,United States,Residential,1.48509
14/08/2020,United States,Domestic Aviation,0.324742
14/08/2020,United States,Ground Transport,4.78528
14/08/2020,United States,Industry,2.74118
14/08/2020,United States,International Aviation,0.0834337
14/08/2020,United States,Power,5.69443
14/08/2020,United States,Residential,0.588661
15/08/2020,United States,Domestic Aviation,0.29353
15/08/2020,United States,Ground Transport,2.73531
15/08/2020,United States,Industry,2.75418
15/08/2020,United States,International Aviation,0.0855354
15/08/2020,United States,Power,5.72143
15/08/2020,United States,Residential,0.191141
16/08/2020,United States,Domestic Aviation,0.283275
16/08/2020,United States,Ground Transport,3.79885
16/08/2020,United States,Industry,2.59168
16/08/2020,United States,International Aviation,0.0858934
16/08/2020,United States,Power,5.38386
16/08/2020,United States,Residential,0.116825
17/08/2020,United States,Domestic Aviation,0.287254
17/08/2020,United States,Ground Transport,3.61813
17/08/2020,United States,Industry,2.47079
17/08/2020,United States,International Aviation,0.0883518
17/08/2020,United States,Power,5.13272
17/08/2020,United States,Residential,0.181896
18/08/2020,United States,Domestic Aviation,0.293704
18/08/2020,United States,Ground Transport,4.50077
18/08/2020,United States,Industry,2.67484
18/08/2020,United States,International Aviation,0.0757153
18/08/2020,United States,Power,5.5566
18/08/2020,United States,Residential,0.289837
19/08/2020,United States,Domestic Aviation,0.294377
19/08/2020,United States,Ground Transport,4.72482
19/08/2020,United States,Industry,2.64288
19/08/2020,United States,International Aviation,0.0749878
19/08/2020,United States,Power,5.49022
19/08/2020,United States,Residential,0.613234
20/08/2020,United States,Domestic Aviation,0.317299
